Numero de muestra;Valor original;Valor filtrado
350;-0.4129154332;0.0675840737
351;-0.4124576556;0.0698211643
352;-0.2909939879;0.0707927933
353;-0.2378307443;0.0703926576
354;-0.2274239326;0.0686546263
355;-0.1642200995;0.0657497898
356;0.1659291360;0.0619670616
357;0.4252449110;0.0576796077
358;0.4986724448;0.0533010326
359;0.4996185186;0.0492364637
360;0.6270638142;0.0458343393
361;0.6063722648;0.0433447506
362;0.4505752739;0.0418895665
363;0.2924588763;0.0414482970
364;0.2363658559;0.0418618397
365;0.0381176183;0.0428541041
366;-0.1312601093;0.0440692869
367;-0.1638538774;0.0451205574
368;-0.1825312052;0.0456443759
369;-0.3319803461;0.0453538276
370;-0.2928861354;0.0440843240
371;-0.2703939940;0.0418258261
372;-0.2175054170;0.0387372617
373;-0.1580248421;0.0351408545
374;-0.0267647328;0.0314963871
375;0.2425305948;0.0283577099
376;0.3690298166;0.0263158399
377;0.5063325907;0.0259345507
378;0.5709402753;0.0276853010
379;0.6100955229;0.0318886002
380;0.4902493362;0.0386684319
381;0.3231910154;0.0479251648
382;0.1767021699;0.0593305555
383;0.0024414808;0.0723461507
384;-0.1139866329;0.0862638466
385;-0.2295602283;0.1002648591
386;-0.2951139866;0.1134912035
387;-0.3360087893;0.1251222729
388;-0.4395275735;0.1344484584
389;-0.3805658132;0.1409340540
390;-0.4373302408;0.1442628914
391;-0.2922452467;0.1443620807
392;-0.1774346141;0.1414016321
393;-0.0166936247;0.1357703120
394;0.2455214087;0.1280305632
395;0.3816949980;0.1188574504
396;0.5199133274;0.1089681970
397;0.5200048830;0.0990498050
398;0.5558641316;0.0896924305
399;0.4473097934;0.0813355658
400;0.2550126652;0.0742326993
401;0.1376689962;0.0684380953
402;-0.0026856288;0.0638168544
403;-0.1587572863;0.0600767602
404;-0.2358165227;0.0568178990
405;-0.3312784204;0.0535939779
406;-0.3566393017;0.0499779303
407;-0.3646961882;0.0456239597
408;-0.3810235908;0.0403186815
409;-0.2421033357;0.0340153932
410;-0.2401501511;0.0268475492
411;-0.0949736015;0.0191199726
412;0.1526230659;0.0112788996
413;0.3219702750;0.0038643388
414;0.4956816309;-0.0025498212
415;0.5549790948;-0.0074211795
416;0.7018951994;-0.0103022771
417;0.5700552385;-0.0108948998
418;0.4411145360;-0.0090889192
419;0.2573625904;-0.0049809843
420;0.0525223548;0.0011294366
421;-0.0793481246;0.0087666276
422;-0.2551652577;0.0173251488
423;-0.2690816980;0.0261312599
424;-0.3082674642;0.0345123470
425;-0.4086123234;0.0418664307
426;-0.4132511368;0.0477237813
427;-0.3507797479;0.0517936017
428;-0.2988677633;0.0539905234
429;-0.2014526811;0.0544380376
430;-0.1139866329;0.0534486289
431;0.1468245491;0.0514829875
432;0.3968321787;0.0490929577
433;0.5203711051;0.0468546097
434;0.5931577502;0.0452988575
435;0.5392315439;0.0448473157
436;0.4196600238;0.0457605751
437;0.3550523392;0.0481048184
438;0.1352885525;0.0517407510
439;-0.1158787805;0.0563363682
440;-0.2323068941;0.0614023579
441;-0.3488876003;0.0663462870
442;-0.4418774987;0.0705394584
443;-0.4850611896;0.0733887636
444;-0.5074312571;0.0744052065
445;-0.5009308145;0.0732611294
446;-0.4875026704;0.0698295043
447;-0.3120517594;0.0642007635
448;-0.1598254341;0.0566752553
449;-0.0637836848;0.0477321957
450;0.1412091433;0.0379786240
451;0.3975341044;0.0280840729
452;0.5704214606;0.0187082282
453;0.5752739036;0.0104296152
454;0.5841547899;0.0036832605
455;0.5027924436;-0.0012856454
456;0.3525193030;-0.0044467294
457;0.1124607074;-0.0059849849
458;-0.0560625019;-0.0062764959
459;-0.2305368206;-0.0058417506
460;-0.3417767876;-0.0052815835
461;-0.3260292367;-0.0052028971
462;-0.3969542528;-0.0061426345
463;-0.4619891964;-0.0084988032
464;-0.4280831324;-0.0124766179
465;-0.3554185614;-0.0180561141
466;-0.2296823023;-0.0249851245
467;-0.1430097354;-0.0327986347
468;0.0425733207;-0.0408625936
469;0.2747886593;-0.0484375796
470;0.4731589709;-0.0547555869
471;0.5975524155;-0.0591017868
472;0.6720786157;-0.0608925710
473;0.6170232246;-0.0597415064
474;0.4092226936;-0.0555060059
475;0.2622150334;-0.0483094409
476;0.0941190832;-0.0385359415
477;-0.1250953703;-0.0267980288
478;-0.2936490982;-0.0138802083
479;-0.3747978149;-0.0006643714
480;-0.4466383862;0.0119550394
481;-0.5083468123;0.0231569356
482;-0.5036164434;0.0322712496
483;-0.5001678518;0.0388400007
484;-0.4910733360;0.0426553117
485;-0.3150425733;0.0437705527
486;-0.2027039399;0.0424837840
487;-0.0208441420;0.0392956844
488;0.1508529923;0.0348468447
489;0.3737296670;0.0298414228
490;0.5079195532;0.0249655063
491;0.5069734794;0.0208090082
492;0.4359874264;0.0177995001
493;0.2767418439;0.0161551178
494;0.1509140294;0.0158616552
495;-0.0173650319;0.0166763795
496;-0.2077394940;0.0181581703
497;-0.3506271554;0.0197206470
498;-0.3613391522;0.0207023260
499;-0.3513901181;0.0204458985
500;-0.4299752800;0.0183776782
501;-0.4420606098;0.0140782865
502;-0.3870967742;0.0073367215
503;-0.2804651021;-0.0018180659
504;-0.2575762200;-0.0131113570
505;-0.1565294351;-0.0260429962
506;0.0761741997;-0.0399314359
507;0.2604144414;-0.0539766068
508;0.4041566210;-0.0673348742
509;0.5056611835;-0.0791982275
510;0.5099642933;-0.0888695499
511;0.3846858119;-0.0958263015
512;0.2556840724;-0.0997661893
513;0.0502945036;-0.1006302786
514;-0.1076387829;-0.0986013899
515;-0.2806787317;-0.0940782855
516;-0.3231299783;-0.0876288093
517;-0.3124179815;-0.0799274703
518;-0.3790398877;-0.0716846560
519;-0.3442793054;-0.0635754797
520;-0.2933133946;-0.0561760978
521;-0.2909939879;-0.0499142049
522;-0.2282784509;-0.0450385156
523;-0.1178014466;-0.0416096580
524;0.0236823634;-0.0395123671
525;0.1633045442;-0.0384864906
526;0.2905972472;-0.0381723612
527;0.4956816309;-0.0381647216
528;0.4972685934;-0.0380686972
529;0.3632312998;-0.0375513197
530;0.3254799036;-0.0363827821
531;0.1263161107;-0.0344628733
532;-0.1005584887;-0.0318298041
533;-0.2875148778;-0.0286507319
534;-0.3904843287;-0.0251955114
535;-0.4464552751;-0.0217972786
536;-0.4926908170;-0.0188051436
537;-0.5006561480;-0.0165352823
538;-0.4068117313;-0.0152269091
539;-0.4051637318;-0.0150089383
540;-0.3622241890;-0.0158816939
541;-0.2500686666;-0.0177160193
542;-0.1458479568;-0.0202698669
543;-0.0140385144;-0.0232202221
544;0.1407208472;-0.0262063299
545;0.3467207862;-0.0288788480
546;0.4260689108;-0.0309488673
547;0.4367503891;-0.0322307505
548;0.4261299478;-0.0326733980
549;0.2858668783;-0.0323757793
550;0.0354625080;-0.0315842532
551;-0.1339152196;-0.0306711920
552;-0.3086336863;-0.0300965718
553;-0.3821222571;-0.0303562573
554;-0.4155400250;-0.0319224790
555;-0.3940549944;-0.0351832081
556;-0.3740348521;-0.0403875808
557;-0.3452558977;-0.0476040695
558;-0.2802819910;-0.0566967789
559;-0.2035584582;-0.0673231992
560;-0.1219824824;-0.0789542844
561;-0.0400708029;-0.0909151555
562;0.1090731529;-0.1024424027
563;0.2939237648;-0.1127521437
564;0.4109622486;-0.1211118600
565;0.5342570269;-0.1269086780
566;0.5324259163;-0.1297071486
567;0.3953672903;-0.1292906471
568;0.2166203803;-0.1256821220
569;0.0291756951;-0.1191419486
570;-0.1531113620;-0.1101429261
571;-0.3304849391;-0.0993248132
572;-0.3879207739;-0.0874330032
573;-0.4212469863;-0.0752477299
574;-0.3658253731;-0.0635113142
575;-0.3468123417;-0.0528612314
576;-0.3494674520;-0.0437761101
577;-0.2391430403;-0.0365402370
578;-0.1880550554;-0.0312299394
579;-0.1376689962;-0.0277226493
580;-0.0385143590;-0.0257268780
581;0.1482284005;-0.0248290636
582;0.3011871700;-0.0245515494
583;0.3883480331;-0.0244149593
584;0.5045014801;-0.0239979993
585;0.4168828394;-0.0229881951
586;0.2777794733;-0.0212181745
587;0.0853602710;-0.0186837063
588;-0.0901516770;-0.0155416826
589;-0.3330790124;-0.0120884213
590;-0.4980010376;-0.0087208879
591;-0.5127109592;-0.0058854361
592;-0.4832911161;-0.0040202198
593;-0.4218268380;-0.0034982723
594;-0.3655812250;-0.0045782539
595;-0.3134250923;-0.0073689499
596;-0.2927945799;-0.0118118819
597;-0.1206701865;-0.0176840880
598;-0.0777611621;-0.0246205965
599;-0.0013122959;-0.0321537150
600;0.1865596484;-0.0397643065
601;0.3798944060;-0.0469389312
602;0.5155796991;-0.0532262004
603;0.5152134770;-0.0582859154
604;0.4448683126;-0.0619254493
605;0.2904141362;-0.0641192426
606;0.0660725730;-0.0650090811
607;-0.1300088504;-0.0648848698
608;-0.3361308634;-0.0641477618
609;-0.4506057924;-0.0632595524
610;-0.4335154271;-0.0626839767
611;-0.4038514359;-0.0628267064
612;-0.3057954649;-0.0639812251
613;-0.2554704428;-0.0662872468
614;-0.2103335673;-0.0697069440
615;-0.0934781945;-0.0740221184
616;-0.0317392499;-0.0788528939
617;0.0357371746;-0.0836958906
618;0.1794793542;-0.0879775303
619;0.3244117557;-0.0911164076
620;0.4583574938;-0.0925877207
621;0.5196691794;-0.0919826370
622;0.5453657643;-0.0890561200
623;0.4401684622;-0.0837580366
624;0.2168340098;-0.0762441256
625;0.0103457747;-0.0668654902
626;-0.2693258461;-0.0561374889
627;-0.4684896390;-0.0446910845
628;-0.4935148167;-0.0332116711
629;-0.5287942137;-0.0223719135
630;-0.5062715537;-0.0127659997
631;-0.4318369091;-0.0048527295
632;-0.3321634571;0.0010860321
633;-0.2391430403;0.0049667565
634;-0.2059999390;0.0069031299
635;-0.1026947844;0.0071827332
636;-0.0285042879;0.0062245019
637;0.1302529984;0.0045221680
638;0.3184301279;0.0025804186
639;0.4382457961;0.0008511878
640;0.5356608783;-0.0003226807
641;0.5180211798;-0.0007501029
642;0.3979918821;-0.0004160043
643;0.1676686911;0.0005156350
644;-0.0892971587;0.0017205051
645;-0.3277993103;0.0027527188
646;-0.4551835688;0.0030996416
647;-0.5235450301;0.0022469264
648;-0.5037079989;-0.0002535030
649;-0.4736167486;-0.0047204167
650;-0.3657032991;-0.0112927994
651;-0.2594683676;-0.0198982797
652;-0.2544938505;-0.0302447121
653;-0.1785943175;-0.0418364548
654;-0.0853907895;-0.0540139679
655;0.0376293222;-0.0660126257
656;0.1656239509;-0.0770344540
657;0.3548081912;-0.0863251197
658;0.5406048769;-0.0932480305
659;0.5691091647;-0.0973478061
660;0.5041657765;-0.0983965554
661;0.3639637440;-0.0964181457
662;0.1815546129;-0.0916878206
663;-0.0652180548;-0.0847069290
664;-0.2963652455;-0.0761550089
665;-0.4139530625;-0.0668238241
666;-0.4221930601;-0.0575399401
667;-0.4001281777;-0.0490838132
668;-0.2920621357;-0.0421139182
669;-0.1918393506;-0.0371040277
670;-0.1799981689;-0.0343003459
671;-0.1338541826;-0.0337029434
672;-0.0778221992;-0.0350731305
673;0.0213324381;-0.0379654373
674;0.0645161290;-0.0417801665
675;0.2099063082;-0.0458303728
676;0.3904232917;-0.0494158340
677;0.5009613330;-0.0518961658
678;0.4955900754;-0.0527556509
679;0.4411450545;-0.0516534663
680;0.2409131138;-0.0484546373
681;-0.0748313852;-0.0432390445
682;-0.2843104343;-0.0362880250
683;-0.4410840175;-0.0280503869
684;-0.5648670919;-0.0190918195
685;-0.5764336070;-0.0100335181
686;-0.4404126102;-0.0014870871
687;-0.3303323466;0.0060067693
688;-0.2860499893;0.0120287657
689;-0.2011169774;0.0163151833
690;-0.1143223365;0.0187722419
691;-0.1080355235;0.0194698858
692;-0.0126041444;0.0186167886
693;0.1199377422;0.0165206304
694;0.2863551744;0.0135392929
695;0.4255500961;0.0100293981
696;0.4996185186;0.0062985872
697;0.5370036927;0.0025671965
698;0.3870662557;-0.0010562921
699;0.1223487045;-0.0045832996
700;-0.0909146397;-0.0081358382
701;-0.2987456893;-0.0119209384
702;-0.4961088900;-0.0161918237
703;-0.5398724326;-0.0212005289
704;-0.4684591205;-0.0271479273
705;-0.3681142613;-0.0341377477
706;-0.2423780023;-0.0421409679
707;-0.1567125462;-0.0509758886
708;-0.0525223548;-0.0603073174
709;0.0219428083;-0.0696658564
710;0.0788598285;-0.0784856584
711;0.1540574358;-0.0861565895
712;0.2296823023;-0.0920848804
713;0.3918271432;-0.0957552913
714;0.5559251686;-0.0967876673
715;0.6346018860;-0.0949814538
716;0.4919888913;-0.0903431336
717;0.3301797540;-0.0830933842
718;0.1352885525;-0.0736528454
719;-0.1219519639;-0.0626075320
720;-0.3939939573;-0.0506570032
721;-0.5388958403;-0.0385502617
722;-0.4884182257;-0.0270158231
723;-0.4658650472;-0.0166932821
724;-0.3365886410;-0.0080738305
725;-0.1863460189;-0.0014564277
726;-0.0908230842;0.0030753005
727;-0.0549333171;0.0056527214
728;-0.0318918424;0.0065984779
729;0.0711081271;0.0063822693
730;0.1388592181;0.0055614166
731;0.2570574053;0.0047131794
732;0.3985106967;0.0043665468
733;0.5290688803;0.0049410320
734;0.5397503586;0.0066989843
735;0.4107181005;0.0097162991
736;0.2267830439;0.0138743834
737;-0.0581682791;0.0188740330
738;-0.3247169408;0.0242696633
739;-0.4924771874;0.0295202479
740;-0.5654164251;0.0340515059
741;-0.5905026399;0.0373225243
742;-0.4493850520;0.0388893013
743;-0.2762840663;0.0384578323
744;-0.1752067629;0.0359204065
745;-0.1104159673;0.0313706940
746;-0.0489516892;0.0250957599
747;0.0594195379;0.0175459880
748;0.0974150822;0.0092866168
749;0.1948301645;0.0009367670
750;0.3686941130;-0.0068968060
751;0.5027008881;-0.0136836010
752;0.5818659017;-0.0190237815
753;0.5561693167;-0.0226872620
754;0.4599139378;-0.0246334338
755;0.2053285318;-0.0250095986
756;-0.0931730094;-0.0241283962
757;-0.3344523453;-0.0224266693
758;-0.4988555559;-0.0204101743
759;-0.5414899136;-0.0185901657
760;-0.5022736290;-0.0174189768
761;-0.3727225562;-0.0172320991
762;-0.2215948973;-0.0182037767
763;-0.0916776025;-0.0203217311
764;0.0123905148;-0.0233844197
765;0.0387585070;-0.0270214833
766;0.0835291604;-0.0307351343
767;0.2012390515;-0.0339576185
768;0.3167516099;-0.0361179341
769;0.4761803034;-0.0367099667
770;0.5870540483;-0.0353541873
771;0.6417126988;-0.0318459566
772;0.6483046968;-0.0261850944
773;0.4255806146;-0.0185834469
774;0.1055635243;-0.0094494832
775;-0.1327249977;0.0006487103
776;-0.3870357372;0.0110384697
777;-0.5617847224;0.0210101145
778;-0.5695364238;0.0298900110
779;-0.4662923063;0.0371112287
780;-0.3640858180;0.0422738159
781;-0.2781762139;0.0451875893
782;-0.1346476638;0.0458921544
783;-0.0635090182;0.0446514626
784;-0.0084231086;0.0419232349
785;-0.0049134800;0.0383066160
786;0.0816064943;0.0344740104
787;0.2533341472;0.0310948516
788;0.3994872890;0.0287598445
789;0.5311136204;0.0279139716
790;0.5298013245;0.0288053866
791;0.4600360118;0.0314554827
792;0.2732627338;0.0356531670
793;0.0176702170;0.0409739348
794;-0.2511368145;0.0468219047
795;-0.4443189795;0.0524906876
796;-0.5628223518;0.0572370030
797;-0.5774712363;0.0603594871
798;-0.4159062471;0.0612743717
799;-0.2589800714;0.0595798076
800;-0.1514023255;0.0551016642
801;-0.0681478317;0.0479156133
802;0.0041505173;0.0383430007
803;0.1008331553;0.0269210806
804;0.1464888455;0.0143511732
805;0.2134159368;0.0014307914
806;0.3604235969;-0.0110225760
807;0.5697500534;-0.0222476885
