Numero de muestra;Valor original;Valor filtrado
7917;-0.0942411573;0.0916163149
7918;-0.2587054048;0.0737060906
7919;-0.3810541093;0.0528985380
7920;-0.4536576434;0.0303513195
7921;-0.5041962951;0.0073205871
7922;-0.4910122990;-0.0149079723
7923;-0.3621936705;-0.0350907250
7924;-0.1793267617;-0.0520968957
7925;0.0000000000;-0.0649751199
7926;0.1824701682;-0.0730122411
7927;0.3193151646;-0.0757808636
7928;0.3128147221;-0.0731722937
7929;0.1907101657;-0.0654118235
7930;0.0781273843;-0.0530539533
7931;0.0041199988;-0.0369561913
7932;-0.0667439802;-0.0182315359
7933;-0.0808740501;0.0018184504
7934;0.0596942045;0.0217861465
7935;0.2853480636;0.0402503707
7936;0.3980529191;0.0558720281
7937;0.4205755791;0.0674855246
7938;0.4033021027;0.0741788889
7939;0.2710654012;0.0753566631
7940;0.0613422040;0.0707813215
7941;-0.1704153569;0.0605909457
7942;-0.3563341166;0.0452927781
7943;-0.4927518540;0.0257338762
7944;-0.5280922880;0.0030512741
7945;-0.4496597186;-0.0213951536
7946;-0.3861507004;-0.0461034099
7947;-0.3213293863;-0.0695195605
7948;-0.1257057405;-0.0901328727
7949;0.0606402783;-0.1065709481
7950;0.0905789361;-0.1176894777
7951;0.1009857479;-0.1226509851
7952;0.1856135746;-0.1209869793
7953;0.2695699942;-0.1126384552
7954;0.2165898618;-0.0979707337
7955;0.1345561083;-0.0777602348
7956;0.1427045503;-0.0531528012
7957;0.2156132694;-0.0255954327
7958;0.2216559343;0.0032544713
7959;0.2140263070;0.0316362906
7960;0.2369762261;0.0578022236
7961;0.2524796289;0.0801338076
7962;0.2176580096;0.0972504769
7963;0.1065095981;0.1081023818
7964;-0.0262153996;0.1120409939
7965;-0.1501205481;0.1088627785
7966;-0.2469862972;0.0988232346
7967;-0.3785515915;0.0826206889
7968;-0.4330271310;0.0613512038
7969;-0.5133823664;0.0364377258
7970;-0.5459456160;0.0095380840
7971;-0.4664754173;-0.0175623749
7972;-0.3774529252;-0.0430668824
7973;-0.2728049562;-0.0652849443
7974;-0.1298562578;-0.0827443581
7975;0.0445875423;-0.0942904896
7976;0.2098757897;-0.0991663251
7977;0.3242286447;-0.0970677629
7978;0.3667104099;-0.0881699270
7979;0.3617969298;-0.0731219325
7980;0.2908719138;-0.0530094697
7981;0.1946775719;-0.0292867025
7982;0.0985442671;-0.0036811941
7983;0.0250862148;0.0219222888
7984;0.0184331797;0.0456113695
7985;0.0777306436;0.0655799387
7986;0.1232642598;0.0802564987
7987;0.1633960997;0.0884172874
7988;0.1960203864;0.0892755241
7989;0.1506698813;0.0825399826
7990;0.0285958434;0.0684386115
7991;-0.0815149388;0.0477057931
7992;-0.2476577044;0.0215347330
7993;-0.4224372082;-0.0085009240
7994;-0.5219580676;-0.0405501001
7995;-0.5423139134;-0.0726043818
7996;-0.4761192663;-0.1026270201
7997;-0.3161412397;-0.1286826089
7998;-0.1099581896;-0.1490596780
7999;0.1141697439;-0.1623792114
8000;0.3195898312;-0.1676830536
8001;0.4258247627;-0.1644972157
8002;0.4694967498;-0.1528662348
8003;0.4156315806;-0.1333560270
8004;0.2231513413;-0.1070241858
8005;0.0156865139;-0.0753584726
8006;-0.0696127201;-0.0401862974
8007;-0.0968047121;-0.0035601987
8008;-0.0927762688;0.0323735137
8009;0.0111697745;0.0655139985
8010;0.1899166845;0.0939429253
8011;0.3676259651;0.1160490684
8012;0.3846247749;0.1306310835
8013;0.2478408155;0.1369709921
8014;0.0711081271;0.1348735556
8015;-0.1316263314;0.1246697735
8016;-0.3664967803;0.1071857347
8017;-0.5736564226;0.0836805967
8018;-0.6363414411;0.0557592988
8019;-0.5995666372;0.0252666708
8020;-0.5029755547;-0.0058300225
8021;-0.3683278909;-0.0355631616
8022;-0.2177190466;-0.0620848808
8023;-0.0987273782;-0.0837790200
8024;0.0032654805;-0.0993591532
8025;0.0759605701;-0.1079473778
8026;0.1627857295;-0.1091291687
8027;0.2317270425;-0.1029805173
8028;0.2271797845;-0.0900648737
8029;0.2396923734;-0.0713990979
8030;0.2641071810;-0.0483896072
8031;0.2336497085;-0.0227420154
8032;0.1905270547;0.0036504015
8033;0.1873531297;0.0288323305
8034;0.2417371136;0.0509177800
8035;0.2909939879;0.0682181737
8036;0.2765892514;0.0793582383
8037;0.2221442305;0.0833715456
8038;0.1646473586;0.0797690321
8039;0.0494705039;0.0685758336
8040;-0.1550340281;0.0503341109
8041;-0.3416852321;0.0260719714
8042;-0.4716635640;-0.0027591242
8043;-0.5823236793;-0.0343741196
8044;-0.6584978790;-0.0667654251
8045;-0.6251716666;-0.0978283901
8046;-0.4982757042;-0.1254937095
8047;-0.3153172399;-0.1478590979
8048;-0.1224707785;-0.1633126758
8049;0.0947904904;-0.1706408927
8050;0.2999664296;-0.1691144203
8051;0.4622028260;-0.1585463245
8052;0.5287026582;-0.1393179966
8053;0.5117648854;-0.1123698596
8054;0.4098025452;-0.0791557735
8055;0.2775048067;-0.0415623111
8056;0.1821344646;-0.0017965621
8057;0.1050752281;0.0377513291
8058;0.0704367199;0.0746623287
8059;0.1165807062;0.1066489427
8060;0.1975157933;0.1317103677
8061;0.2344126713;0.1482707230
8062;0.1762749107;0.1552897289
8063;0.0163274026;0.1523372583
8064;-0.1547593616;0.1396260886
8065;-0.3562730796;0.1180005682
8066;-0.5979491562;0.0888823739
8067;-0.7644276254;0.0541776793
8068;-0.8037049471;0.0161525959
8069;-0.7403485214;-0.0227144484
8070;-0.5623340556;-0.0598936809
8071;-0.3450117496;-0.0929682015
8072;-0.1034272286;-0.1197914587
8073;0.1619617298;-0.1386285050
8074;0.3908200323;-0.1482723620
8075;0.5139011811;-0.1481279620
8076;0.5158238472;-0.1382576385
8077;0.4843897824;-0.1193840908
8078;0.3954588458;-0.0928491646
8079;0.2458876308;-0.0605296357
8080;0.1456038087;-0.0247143000
8081;0.0755638295;0.0120501796
8082;0.0686361278;0.0471343889
8083;0.1547288430;0.0780097969
8084;0.2315134129;0.1024272965
8085;0.2438428907;0.1185770893
8086;0.1931516465;0.1252176837
8087;0.0826441237;0.1217642959
8088;-0.0979949339;0.1083303452
8089;-0.3367107150;0.0857196163
8090;-0.5689565722;0.0553705552
8091;-0.6713766900;0.0192576560
8092;-0.6590472121;-0.0202423145
8093;-0.5830561235;-0.0605095628
8094;-0.4177373577;-0.0988551914
8095;-0.2139347514;-0.1326986252
8096;-0.0253303629;-0.1597375514
8097;0.1409039583;-0.1781000097
8098;0.2533036287;-0.1864692727
8099;0.2817468795;-0.1841735614
8100;0.3266090884;-0.1712344847
8101;0.4078493606;-0.1483704142
8102;0.4388866848;-0.1169537547
8103;0.4038514359;-0.0789241351
8104;0.3901486251;-0.0366626673
8105;0.3742484817;0.0071646686
8106;0.2763145848;0.0497840584
8107;0.1542405469;0.0884992043
8108;0.0756248665;0.1208721422
8109;0.0148319956;0.1448869043
8110;-0.0599383526;0.1590845795
8111;-0.1165196692;0.1626603454
8112;-0.1589403974;0.1555157622
8113;-0.2312387463;0.1382628190
8114;-0.3563341166;0.1121796785
8115;-0.4295480209;0.0791214951
8116;-0.5146031068;0.0413928234
8117;-0.6011230811;0.0015907213
8118;-0.6038697470;-0.0375704939
8119;-0.5282753990;-0.0734408865
8120;-0.3757133702;-0.1036108759
8121;-0.1709952086;-0.1260701744
8122;0.0407116916;-0.1393397105
8123;0.2606891079;-0.1425684505
8124;0.4615924558;-0.1355892826
8125;0.5467390973;-0.1189305794
8126;0.5706045717;-0.0937826160
8127;0.5488448744;-0.0619206241
8128;0.4206976531;-0.0255888338
8129;0.2645649586;0.0126476767
8130;0.1498764000;0.0500742622
8131;0.0393688772;0.0840102048
8132;-0.0539262062;0.1119922227
8133;-0.0705893124;0.1319452892
8134;-0.0321970275;0.1423284828
8135;-0.0241401410;0.1422450299
8136;-0.0658894620;0.1315081216
8137;-0.1301004059;0.1106573303
8138;-0.2078615680;0.0809242283
8139;-0.3468733787;0.0441497582
8140;-0.4671773431;0.0026595991
8141;-0.4994354076;-0.0408931468
8142;-0.4899441511;-0.0837064369
8143;-0.4174626911;-0.1230162781
8144;-0.2239448225;-0.1562794348
8145;0.0066835536;-0.1813398483
8146;0.1907712027;-0.1965682648
8147;0.3315225684;-0.2009665739
8148;0.4294564653;-0.1942306975
8149;0.4971160009;-0.1767683961
8150;0.4875942259;-0.1496710135
8151;0.4066591388;-0.1146408977
8152;0.3116550188;-0.0738789506
8153;0.2236396374;-0.0299393478
8154;0.1489303262;0.0144392348
8155;0.0650959807;0.0565147397
8156;-0.0286873989;0.0937229256
8157;-0.0847193823;0.1238461168
8158;-0.0711386456;0.1451576711
8159;-0.0777611621;0.1565319905
8160;-0.1299172948;0.1575123947
8161;-0.1805475021;0.1483323221
8162;-0.2123783074;0.1298888417
8163;-0.2757347331;0.1036710345
8164;-0.3478499710;0.0716491085
8165;-0.3787652211;0.0361328502
8166;-0.3828241829;-0.0003900245
8167;-0.3410748619;-0.0354239953
8168;-0.2484511856;-0.0666325750
8169;-0.1154820399;-0.0919907972
8170;-0.0065309610;-0.1099137062
8171;0.0534379101;-0.1193531389
8172;0.0939054537;-0.1198573769
8173;0.1636097293;-0.1115907162
8174;0.2062440870;-0.0953125411
8175;0.2137821589;-0.0723179746
8176;0.2524491104;-0.0443445238
8177;0.3066499832;-0.0134512035
8178;0.3348185675;0.0181217105
8179;0.2862025819;0.0481030069
8180;0.1809442427;0.0743411234
8181;0.0566423536;0.0949452977
8182;-0.0496536149;0.1084083529
8183;-0.0982085635;0.1137034891
8184;-0.1245460372;0.1103491857
8185;-0.1207617420;0.0984383529
8186;-0.0708334605;0.0786301105
8187;0.0070497757;0.0521049214
8188;0.0215460677;0.0204861617
8189;-0.0662556841;-0.0142665663
8190;-0.1991332743;-0.0499851390
8191;-0.2716452528;-0.0844329402
8192;-0.3547776727;-0.1154477097
8193;-0.4346751305;-0.1410776685
8194;-0.3669850764;-0.1597021284
8195;-0.2170476394;-0.1701292324
8196;-0.0371715445;-0.1716653960
8197;0.1713919492;-0.1641531776
8198;0.3377483444;-0.1479764396
8199;0.4257637257;-0.1240335807
8200;0.4879299295;-0.0936812206
8201;0.4610431227;-0.0586519945
8202;0.3445844905;-0.0209511454
8203;0.2139347514;0.0172625288
8204;0.1004364147;0.0538050524
8205;0.0083315531;0.0865979916
8206;-0.0610065004;0.1137940594
8207;-0.0990020447;0.1338899726
8208;-0.0913113804;0.1458192186
8209;-0.0483718375;0.1490182459
8210;-0.0353099155;0.1434610762
8211;-0.0843836787;0.1296593833
8212;-0.1473738823;0.1086275390
8213;-0.2417371136;0.0818147555
8214;-0.3333231605;0.0510089695
8215;-0.4162724693;0.0182192293
8216;-0.4467604602;-0.0144551608
8217;-0.3946348460;-0.0449597373
8218;-0.2915433210;-0.0714152285
8219;-0.1344645528;-0.0922348533
8220;0.0277718436;-0.1062214548
8221;0.1806390576;-0.1126388856
8222;0.2707296976;-0.1112537520
8223;0.3284096805;-0.1023453865
8224;0.3625293741;-0.0866836724
8225;0.3548081912;-0.0654760887
8226;0.3055818354;-0.0402870617
8227;0.2424085208;-0.0129343642
8228;0.1892147588;0.0146311885
8229;0.0983306375;0.0404552465
8230;-0.0172734764;0.0627102863
8231;-0.1096530045;0.0798181413
8232;-0.1405682546;0.0905562914
8233;-0.1786858730;0.0941404122
8234;-0.2043824580;0.0902771964
8235;-0.1560106204;0.0791834850
8236;-0.1114535966;0.0615701412
8237;-0.1123691519;0.0385916882
8238;-0.1434064760;0.0117653004
8239;-0.1437421796;-0.0171349439
8240;-0.1318399609;-0.0462007741
8241;-0.1677602466;-0.0735204145
8242;-0.2206793420;-0.0973077925
8243;-0.1529282510;-0.1160211482
8244;-0.0191045869;-0.1284629702
8245;0.0383312479;-0.1338548351
8246;0.0813318278;-0.1318827665
8247;0.1907101657;-0.1227109619
8248;0.2933133946;-0.1069639377
8249;0.3243202002;-0.0856791708
8250;0.3253578295;-0.0602340619
8251;0.3094882046;-0.0322524549
8252;0.2663960692;-0.0034969816
8253;0.1700796533;0.0242458449
8254;0.0444044313;0.0492805873
8255;-0.0684530168;0.0701107788
8256;-0.1599780267;0.0855330895
8257;-0.2313913388;0.0947118924
8258;-0.2162236396;0.0972294838
8259;-0.1352275155;0.0931086533
8260;-0.0476699118;0.0828060014
8261;0.0048524430;0.0671763229
8262;0.0181585131;0.0474103941
8263;0.0200506607;0.0249504857
8264;-0.0516678365;0.0013896675
8265;-0.2258674886;-0.0216377223
8266;-0.3661915952;-0.0425663996
8267;-0.3989989929;-0.0600032735
8268;-0.3729056673;-0.0728162490
8269;-0.2783593249;-0.0802030128
8270;-0.1107516709;-0.0817360255
8271;0.0829187902;-0.0773820022
8272;0.2445753349;-0.0674960848
8273;0.3545030061;-0.0527924869
8274;0.3548997467;-0.0342945327
8275;0.2699972533;-0.0132677307
8276;0.1530198065;0.0088600576
8277;0.0372631001;0.0305870297
8278;-0.0505386517;0.0504298680
8279;-0.0865504929;0.0670153540
8280;-0.0733359783;0.0791660978
8281;-0.0474257637;0.0859752298
8282;0.0282296213;0.0868651324
8283;0.1210058901;0.0816259705
8284;0.1210669271;0.0704309506
8285;0.0502945036;0.0538268504
8286;0.0242622150;0.0327002340
8287;0.0082399976;0.0082217010
8288;-0.1164891507;-0.0182277705
8289;-0.2355723746;-0.0451430260
8290;-0.2226630451;-0.0709873754
8291;-0.1995605335;-0.0942854050
8292;-0.2073732719;-0.1137100580
8293;-0.1398663289;-0.1281588749
8294;-0.0227057711;-0.1368153291
8295;0.0610065004;-0.1391923602
8296;0.1051973022;-0.1351563552
8297;0.1288186285;-0.1249309036
8298;0.1573229163;-0.1090806304
8299;0.1541184729;-0.0884762922
8300;0.1071504868;-0.0642431584
8301;0.0845362712;-0.0376954859
8302;0.0943937498;-0.0102606418
8303;0.0793786431;0.0166029271
8304;0.0384533219;0.0414892028
8305;0.0137638478;0.0631246699
8306;-0.0012207404;0.0804401297
8307;-0.0105594043;0.0926298542
8308;-0.0133365886;0.0991944352
8309;-0.0041505173;0.0999647289
8310;0.0195318461;0.0951055286
8311;0.0157780694;0.0850989566
8312;0.0064088870;0.0707089164
8313;-0.0107730338;0.0529292106
8314;-0.1098666341;0.0329189812
8315;-0.2463454085;0.0119298997
8316;-0.3215735343;-0.0087700566
8317;-0.3592638936;-0.0279713943
8318;-0.3675038911;-0.0445919798
8319;-0.3112887967;-0.0577362324
8320;-0.2176885281;-0.0667417832
8321;-0.0932035279;-0.0712117478
8322;0.0351573229;-0.0710316981
8323;0.1215247047;-0.0663712103
8324;0.1394390698;-0.0576704736
8325;0.1528672140;-0.0456129098
8326;0.1869563890;-0.0310851312
8327;0.1950743126;-0.0151259509
8328;0.1702932829;0.0011333874
8329;0.1415143284;0.0165350755
8330;0.1490218818;0.0299634820
8331;0.1666615802;0.0404130909
8332;0.1678212836;0.0470516769
8333;0.1552171392;0.0492747368
8334;0.1487777337;0.0467474938
8335;0.1266212958;0.0394314231
8336;0.0980254524;0.0275931772
8337;-0.0049439985;0.0117949356
8338;-0.1774040956;-0.0071335499
8339;-0.3113498337;-0.0281397075
8340;-0.4178289132;-0.0500071005
8341;-0.5247352519;-0.0714251285
8342;-0.5469527268;-0.0910654657
8343;-0.4325388348;-0.1076609696
8344;-0.2711569567;-0.1200827911
8345;-0.1031220435;-0.1274115850
8346;0.0838648640;-0.1289989797
8347;0.2348399304;-0.1245157662
8348;0.3003326518;-0.1139836168
8349;0.2928556169;-0.0977876007
8350;0.2728965117;-0.0766674412
8351;0.2604144414;-0.0516864351
8352;0.2380748924;-0.0241782813
8353;0.2471999268;0.0043263149
8354;0.2628254036;0.0321896349
8355;0.2593462935;0.0577682349
8356;0.2269966735;0.0795188813
8357;0.1768547624;0.0961016944
8358;0.0698263497;0.1064729287
8359;-0.0902432325;0.1099603886
8360;-0.2316660054;0.1063156501
8361;-0.3310647908;0.0957389107
8362;-0.4070558794;0.0788742155
8363;-0.4523758660;0.0567748582
8364;-0.4550614948;0.0308407671
8365;-0.4271675771;0.0027315670
8366;-0.3550218207;-0.0257393313
8367;-0.2635578478;-0.0527229027
8368;-0.1940061647;-0.0764572477
8369;-0.1188695944;-0.0953866886
8370;-0.0098574786;-0.1082690127
8371;0.0759300516;-0.1142632293
8372;0.1314127018;-0.1129913481
8373;0.2142399365;-0.1045693566
8374;0.2965483566;-0.0896046599
8375;0.3430280465;-0.0691595953
8376;0.3655507065;-0.0446830714
8377;0.3532212287;-0.0179146936
8378;0.2977385784;0.0092322466
8379;0.2023377178;0.0348009854
8380;0.0787072359;0.0569257862
8381;-0.0236213263;0.0739614347
8382;-0.1012604144;0.0845987139
8383;-0.1716055788;0.0879577176
8384;-0.1922666097;0.0836522993
8385;-0.1706289865;0.0718208760
8386;-0.1351969970;0.0531211118
8387;-0.1347697378;0.0286885521
8388;-0.1523483993;0.0000618993
8389;-0.1867427595;-0.0309199009
8390;-0.2248908963;-0.0622414605
8391;-0.2674031800;-0.0918467785
8392;-0.2903225806;-0.1177773986
8393;-0.2400585955;-0.1383031667
8394;-0.1346476638;-0.1520366209
8395;-0.0318002869;-0.1580234836
8396;0.0901821955;-0.1558036557
8397;0.2142704550;-0.1454393196
8398;0.2603839228;-0.1275090265
8399;0.2934965056;-0.1030688066
8400;0.2967619861;-0.0735832961
8401;0.2519302957;-0.0408315556
8402;0.2058473464;-0.0067936398
8403;0.1771904660;0.0264749602
8404;0.1511581774;0.0569731755
8405;0.1166112247;0.0828803989
8406;0.0717184973;0.1026707506
8407;0.0366527299;0.1152082895
8408;0.0003051851;0.1198170640
8409;-0.0409253212;0.1163215194
8410;-0.1019318216;0.1050547438
8411;-0.1827753533;0.0868341854
8412;-0.2406689657;0.0629066531
8413;-0.2845240638;0.0348664290
8414;-0.3497726371;0.0045520441
8415;-0.4203009125;-0.0260714504
8416;-0.4329355754;-0.0550370961
8417;-0.3868221076;-0.0804996518
8418;-0.3285012360;-0.1008506213
8419;-0.2319406720;-0.1148177961
8420;-0.1033051546;-0.1215435311
8421;0.0403454695;-0.1206373384
8422;0.1721854305;-0.1121999211
8423;0.2476882229;-0.0968173830
8424;0.2827234718;-0.0755259668
8425;0.3230994598;-0.0497492567
8426;0.3524582659;-0.0212112773
8427;0.3278908658;0.0081696898
8428;0.2996612445;0.0364005397
8429;0.2807092502;0.0615390354
8430;0.2367320780;0.0818181525
8431;0.1414838099;0.0957613027
8432;0.0162663656;0.1022809858
8433;-0.0877712333;0.1007542676
8434;-0.1786553545;0.0910698053
8435;-0.2668233283;0.0736428651
8436;-0.3156224250;0.0493967779
8437;-0.3137607959;0.0197114184
8438;-0.2699667348;-0.0136585524
8439;-0.2514419996;-0.0486909111
8440;-0.2603839228;-0.0832220079
8441;-0.2649311808;-0.1150838505
8442;-0.2354197821;-0.1422432512
8443;-0.2179631947;-0.1629338274
8444;-0.1590319529;-0.1757719876
8445;-0.0469374676;-0.1798490478
8446;0.1014435255;-0.1747932357
8447;0.2468642232;-0.1607974042
8448;0.3881038850;-0.1386106089
8449;0.5016022217;-0.1094940956
8450;0.5360271004;-0.0751445130
8451;0.4703817866;-0.0375891679
8452;0.3740958892;0.0009402030
8453;0.2603534043;0.0381474119
8454;0.0929898984;0.0718169618
8455;-0.0769676809;0.0999553280
8456;-0.1670888394;0.1209193705
8457;-0.2067323832;0.1335233815
8458;-0.2556840724;0.1371173283
8459;-0.2701803644;0.1316304729
8460;-0.2605365154;0.1175767095
8461;-0.2349314859;0.0960205504
8462;-0.3582567827;0.0685055367
8463;-0.3610339671;0.0369496885
8464;-0.4196600238;0.0035151682
8465;-0.5670644246;-0.0295386678
8466;-0.6411938841;-0.0600084145
8467;-0.5943479720;-0.0858952009
8468;-0.5165257729;-0.1055384990
8469;-0.3602099673;-0.1177262984
8470;-0.1389812922;-0.1217747499
8471;0.0046693319;-0.1175726949
8472;0.2383800775;-0.1055889217
8473;0.3899044771;-0.0868423035
8474;0.5034638508;-0.0628370680
8475;0.5346537675;-0.0354672693
8476;0.4779808954;-0.0068960761
8477;0.4654988250;0.0205832238
8478;0.4973906674;0.0446965767
8479;0.5065462203;0.0633401987
8480;0.4195684683;0.0747242234
8481;0.2221747490;0.0774999465
8482;0.0768150884;0.0708622722
8483;-0.0943632313;0.0546201822
8484;-0.2534562212;0.0292298096
8485;-0.3962218085;-0.0042131110
8486;-0.5715201270;-0.0440221916
8487;-0.5587328715;-0.0880089291
8488;-0.4131595813;-0.1336064747
8489;-0.4441663869;-0.1780218894
8490;-0.4623249001;-0.2184080710
8491;-0.3656422620;-0.2520449010
8492;-0.3181249428;-0.2765180982
8493;-0.1830805383;-0.2898839184
8494;-0.1626026185;-0.2908083314
8495;0.0085451827;-0.2786706580
8496;0.2398754845;-0.2536238124
8497;0.3044526505;-0.2166060953
8498;0.4518265328;-0.1693027020
8499;0.5711539048;-0.1140584906
8500;0.6547441023;-0.0537468302
8501;0.6113773003;0.0083977053
8502;0.4774925993;0.0689726090
8503;0.3256935331;0.1246147098
8504;0.3457136753;0.1722084422
8505;0.2124088260;0.2090818646
8506;0.0605792413;0.2331777145
8507;-0.0740989410;0.2431881241
8508;-0.1939756462;0.2386437345
8509;-0.1832331309;0.2199507455
8510;-0.3539536729;0.1883727662
8511;-0.4288155766;0.1459579505
8512;-0.4967497787;0.0954155588
8513;-0.5210730308;0.0399495237
8514;-0.4466383862;-0.0169404597
8515;-0.3351542711;-0.0716775728
8516;-0.2201910459;-0.1208321530
8517;-0.1136204108;-0.1613371272
8518;-0.0014648885;-0.1906806696
8519;0.2599566637;-0.2070635885
8520;0.3654896695;-0.2095111867
8521;0.3662526322;-0.1979322439
8522;0.3659474471;-0.1731211688
8523;0.3213599048;-0.1367030498
8524;0.4056825465;-0.0910250889
8525;0.3844416639;-0.0390014887
8526;0.1864070559;0.0160779297
8527;0.0705282754;0.0707625595
8528;0.0465407270;0.1216648053
8529;-0.0669881283;0.1656777338
8530;-0.1266518143;0.2001719173
8531;-0.1718192083;0.2231583093
8532;-0.2068239387;0.2334064403
8533;-0.1069063387;0.2305104473
8534;-0.0452589496;0.2148992192
8535;-0.0292367321;0.1877909604
8536;-0.0310068056;0.1510964369
8537;-0.0176396985;0.1072787710
8538;-0.0789208655;0.0591806028
8539;-0.1912289804;0.0098314907
8540;-0.2732016968;-0.0377505964
8541;-0.2581560717;-0.0807499906
8542;-0.1149937437;-0.1167237681
8543;0.0514847255;-0.1437415837
8544;0.1876888333;-0.1604873188
8545;0.3722647786;-0.1663180195
8546;0.5110629597;-0.1612786241
8547;0.4653767510;-0.1460737342
8548;0.4300057985;-0.1220000346
8549;0.2092349010;-0.0908449051
8550;0.0650349437;-0.0547583160
8551;-0.0211493271;-0.0161063233
8552;-0.0437635426;0.0226846080
8553;-0.0615253151;0.0592826766
8554;0.0206610309;0.0915953669
8555;0.0450453200;0.1178943369
8556;0.0761436811;0.1369125724
8557;0.1186864834;0.1479078028
8558;-0.0962248604;0.1506887340
8559;-0.1218604083;0.1456035208
8560;-0.1183812983;0.1334927592
8561;-0.1379131443;0.1156118083
8562;-0.0249641408;0.0935292095
8563;0.1108432264;0.0690092331
8564;0.1660206915;0.0438871533
8565;0.2106082339;0.0199458150
8566;0.1624195074;-0.0011984856
8567;0.1002838221;-0.0181937432
8568;-0.0209967345;-0.0300278713
8569;-0.1549729911;-0.0360781434
8570;-0.0098269601;-0.0361323112
8571;0.1365703299;-0.0303813706
8572;0.2193060091;-0.0193860345
8573;0.3697012238;-0.0040208173
8574;0.4259468368;0.0145989901
8575;0.4211859493;0.0352014250
8576;0.3241065706;0.0564468793
8577;0.0467238380;0.0770162792
8578;-0.1989196448;0.0956933540
8579;-0.3155003510;0.1114367563
8580;-0.3762016663;0.1234385829
8581;-0.3665272988;0.1311665330
8582;-0.3441572314;0.1343875801
8583;-0.2876369518;0.1331717609
8584;-0.2749717704;0.1278756336
8585;-0.1833857234;0.1191061865
8586;-0.0902432325;0.1076674116
8587;-0.1310769982;0.0944932306
8588;-0.0931424909;0.0805717566
8589;0.0907315287;0.0668667906
8590;0.1813104648;0.0542428385
8591;0.3346049379;0.0433997215
8592;0.4094973601;0.0348220627
8593;0.2976165044;0.0287476898
8594;0.3562425611;0.0251574252
8595;0.3374126408;0.0237870017
8596;0.2938932463;0.0241600388
8597;0.2634662923;0.0256392687
8598;0.1601916562;0.0274916490
8599;0.2272103030;0.0289617794
8600;0.3555406354;0.0293473032
8601;0.2265694143;0.0280697835
8602;0.1157872250;0.0247349539
8603;-0.0649739067;0.0191772108
8604;-0.2438123722;0.0114846527
8605;-0.3524887844;0.0020026680
8606;-0.4798120060;-0.0086841740
8607;-0.5524765770;-0.0197905676
8608;-0.5207373272;-0.0303865193
8609;-0.3175450911;-0.0394671654
8610;-0.1942808313;-0.0460316706
8611;-0.0228278451;-0.0491658843
8612;0.0296334727;-0.0481230054
8613;0.0439771722;-0.0423963069
8614;0.1318094424;-0.0317780801
8615;0.1767632069;-0.0163994812
8616;0.2168340098;0.0032530006
8617;0.1704153569;0.0263471795
8618;0.2914212470;0.0517416685
8619;0.3995788446;0.0780477887
8620;0.5003509629;0.1037132645
8621;0.4671163060;0.1271221454
8622;0.3412884915;0.1467039460
8623;0.2143009735;0.1610441634
8624;0.0527054659;0.1689881710
8625;-0.0020752586;0.1697309270
8626;-0.1380046999;0.1628858683
8627;-0.0597552416;0.1485276736
8628;-0.0026551103;0.1272052159
8629;-0.1087679678;0.0999229269
8630;-0.1516464736;0.0680909168
8631;-0.2644734031;0.0334464253
8632;-0.5017548143;-0.0020486607
8633;-0.5792413099;-0.0363276134
8634;-0.6425366985;-0.0673480468
8635;-0.5753044221;-0.0932218665
8636;-0.4251838740;-0.1123374470
8637;-0.1485335856;-0.1234662162
8638;0.0600909452;-0.1258470204
8639;0.2249214148;-0.1192431124
8640;0.2062135685;-0.1039681792
8641;0.0759300516;-0.0808794342
8642;0.1319925535;-0.0513374349
8643;0.0378124332;-0.0171340398
8644;0.0763573107;0.0196081900
8645;0.2174748985;0.0565598551
8646;0.4712363048;0.0913246689
8647;0.6307260353;0.1215868035
8648;0.8218939787;0.1452560646
8649;0.7092501602;0.1606013013
8650;0.5167088839;0.1663633085
8651;0.2380138554;0.1618401013
8652;-0.1024506363;0.1469395273
8653;-0.2879726554;0.1221964218
8654;-0.4657429731;0.0887535938
8655;-0.5007477035;0.0483077229
8656;-0.3799249245;0.0030227594
8657;-0.2820520646;-0.0445852280
8658;-0.2524796289;-0.0917864679
8659;-0.2344431898;-0.1357924808
8660;-0.2921231727;-0.1739195644
8661;-0.2906277657;-0.2037514660
8662;-0.3194067202;-0.2232911903
8663;-0.2789086581;-0.2310918678
8664;-0.1723685415;-0.2263574648
8665;-0.0349131748;-0.2090058543
8666;0.1376384777;-0.1796892087
8667;0.2454603717;-0.1397695800
8668;0.1929074984;-0.0912505758
8669;0.1970580157;-0.0366689482
8670;0.2101809748;0.0210475105
8671;0.2269966735;0.0787472654
8672;0.2400585955;0.1332374398
8673;0.3031708731;0.1814702403
8674;0.3919186987;0.2207219950
8675;0.3330484939;0.2487537960
8676;0.2195196387;0.2639438782
8677;0.0540482803;0.2653837009
8678;-0.1984618671;0.2529320685
8679;-0.4232306894;0.2272243102
8680;-0.5371257668;0.1896362991
8681;-0.5836359752;0.1422056849
8682;-0.4033326212;0.0875150236
8683;-0.2061220130;0.0285434387
8684;-0.1042512284;-0.0315049247
8685;0.0984221931;-0.0893860689
8686;0.0808435316;-0.1420043338
8687;0.0017090365;-0.1865924030
8688;-0.0698263497;-0.2208719059
8689;-0.2583086642;-0.2431841654
8690;-0.2680440687;-0.2525823139
8691;-0.3002410962;-0.2488785598
8692;-0.2425305948;-0.2326436504
8693;-0.0261543626;-0.2051591829
